nome,tam,temp,comp
heap,134217728,49.791969,7076076956
heap,111848106,41.048164,5845209446
heap,93206755,33.940513,4823646476
heap,77672295,28.068690,3976868218
heap,64726912,23.140793,3278753014
heap,53939093,19.225316,2706992484
heap,44949244,15.851360,2232560106
heap,37457703,13.083665,1839611108
heap,31214752,10.821521,1516643762
heap,26012293,8.970811,1251464978
heap,21676910,7.433408,1031426172
heap,18064091,6.222706,849372848
heap,15053409,5.135863,700267478
heap,12544507,4.189182,577463838
heap,10453755,3.429573,475609728
heap,8711462,2.888866,391406872
heap,7259551,2.336535,322658812
heap,6049625,1.937198,265887976
heap,5041354,1.622536,218842196
heap,4201128,1.337736,179970016
heap,3500940,1.081455,148341752
heap,2917450,0.894454,122142790
heap,2431208,0.748348,100461564
heap,2026006,0.657029,82599732
heap,1688338,0.555979,68045400
heap,1406948,0.447129,55974894
heap,1172456,0.351327,45993064
heap,977046,0.280120,37814300
heap,814205,0.225847,31119284
heap,678504,0.183250,25577428
heap,565420,0.150293,20997818
heap,471183,0.124317,17261530
heap,392652,0.102083,14190738
heap,327210,0.084211,11652094
heap,272675,0.069333,9555180
heap,227229,0.057067,7854802
heap,189357,0.047014,6452074
heap,157797,0.038707,5291070
heap,131497,0.031818,4333936
heap,109580,0.026458,3560800
heap,91316,0.021694,2922084
heap,76096,0.017840,2392370
heap,63413,0.014659,1958778
heap,52844,0.012104,1607382
heap,44036,0.009970,1316728
heap,36696,0.008218,1076906
heap,30580,0.006775,881130
heap,25483,0.005594,721820
heap,21235,0.004585,591048
heap,17695,0.003772,482446
heap,14745,0.003095,394586
heap,12287,0.002540,322970
heap,10239,0.002100,263844
heap,8532,0.001708,214900
heap,7110,0.001415,175786
heap,5925,0.001146,143372
heap,4937,0.000942,116706
heap,4114,0.000764,94964
heap,3428,0.000636,77410
heap,2856,0.000509,63276
heap,2380,0.000423,51240
heap,1983,0.000334,41512
heap,1652,0.000272,33764
heap,1376,0.000223,27506
heap,1146,0.000180,22236
heap,955,0.000148,18066
heap,795,0.000118,14580
heap,662,0.000096,11922
heap,551,0.000079,9588
heap,459,0.000063,7698
heap,382,0.000050,6202
heap,318,0.000040,5022
heap,265,0.000033,4058
heap,220,0.000026,3220
heap,183,0.000021,2648
heap,152,0.000017,2102
heap,126,0.000014,1674
heap,105,0.000010,1320
heap,87,0.000009,1074
heap,72,0.000007,834
heap,60,0.000005,666
heap,50,0.000004,530
heap,41,0.000003,418
heap,34,0.000002,310
heap,28,0.000002,240
heap,23,0.000002,190
heap,19,0.000001,156
heap,15,0.000001,106
heap,12,0.000001,76
heap,10,0.000000,60
heap,8,0.000000,42
heap,6,0.000001,26
heap,5,0.000001,22
heap,4,0.000000,14
heap,3,0.000000,8
heap,2,0.000001,4
heap,1,0.000000,2
