nome,tam,temp,comp
heap,536870912,49.023028,0
heap,447392426,40.584850,0
heap,372827021,33.314841,0
heap,310689184,27.089334,0
heap,258907653,22.124387,0
heap,215756377,18.047297,0
heap,179796980,14.765288,0
heap,149830816,12.094717,0
heap,124859013,9.890221,0
heap,104049177,8.102509,0
heap,86707647,6.712030,0
heap,72256372,5.541931,0
heap,60213643,4.536253,0
heap,50178035,3.776487,0
heap,41815029,3.107841,0
heap,34845857,2.576916,0
heap,29038214,2.147054,0
heap,24198511,1.786613,0
heap,20165425,1.468544,0
heap,16804520,1.218966,0
heap,14003766,1.007401,0
heap,11669805,0.836409,0
heap,9724837,0.691837,0
heap,8104030,0.576125,0
heap,6753358,0.476667,0
heap,5627798,0.379918,0
heap,4689831,0.311819,0
heap,3908192,0.257428,0
heap,3256826,0.214598,0
heap,2714021,0.173542,0
heap,2261684,0.141388,0
heap,1884736,0.115389,0
heap,1570613,0.093104,0
heap,1308844,0.076097,0
heap,1090703,0.062592,0
heap,908919,0.050659,0
heap,757432,0.041117,0
heap,631193,0.033446,0
heap,525994,0.027754,0
heap,438328,0.022720,0
heap,365273,0.018542,0
heap,304394,0.015237,0
heap,253661,0.012778,0
heap,211384,0.010813,0
heap,176153,0.009192,0
heap,146794,0.008019,0
heap,122328,0.006881,0
heap,101940,0.006018,0
heap,84950,0.005396,0
heap,70791,0.004828,0
heap,58992,0.004707,0
heap,49160,0.004133,0
heap,40966,0.003891,0
heap,34138,0.003694,0
heap,28448,0.003513,0
heap,23706,0.003404,0
heap,19755,0.003293,0
heap,16462,0.003213,0
heap,13718,0.003120,0
heap,11431,0.003119,0
heap,9525,0.003046,0
heap,7937,0.003036,0
heap,6614,0.002977,0
heap,5511,0.002940,0
heap,4592,0.002934,0
heap,3826,0.002923,0
heap,3188,0.002909,0
heap,2656,0.002880,0
heap,2213,0.002872,0
heap,1844,0.002872,0
heap,1536,0.002854,0
heap,1280,0.002877,0
heap,1066,0.002854,0
heap,888,0.002853,0
heap,740,0.002837,0
heap,616,0.002841,0
heap,513,0.002850,0
heap,427,0.002830,0
heap,355,0.002840,0
heap,295,0.002838,0
heap,245,0.002834,0
heap,204,0.002825,0
heap,170,0.002839,0
heap,141,0.002848,0
heap,117,0.002824,0
heap,97,0.002827,0
heap,80,0.002837,0
heap,66,0.002839,0
heap,55,0.002815,0
heap,45,0.002824,0
heap,37,0.002834,0
heap,30,0.002832,0
heap,25,0.002833,0
heap,20,0.002832,0
heap,16,0.002837,0
heap,13,0.002818,0
heap,10,0.002833,0
heap,8,0.002848,0
heap,6,0.002823,0
heap,5,0.002831,0
heap,4,0.002837,0
heap,3,0.002836,0
heap,2,0.002821,0
heap,1,0.002831,0
