nome,tam,temp,comp
heap,536870912,8.421147,0
heap,447392426,6.003766,0
heap,372827021,4.850182,0
heap,310689184,4.036997,0
heap,258907653,3.371370,0
heap,215756377,2.780084,0
heap,179796980,2.314775,0
heap,149830816,1.940874,0
heap,124859013,1.606602,0
heap,104049177,1.337149,0
heap,86707647,1.115167,0
heap,72256372,0.929714,0
heap,60213643,0.766944,0
heap,50178035,0.640639,0
heap,41815029,0.533310,0
heap,34845857,0.445044,0
heap,29038214,0.371970,0
heap,24198511,0.311125,0
heap,20165425,0.256833,0
heap,16804520,0.216033,0
heap,14003766,0.178625,0
heap,11669805,0.149236,0
heap,9724837,0.123282,0
heap,8104030,0.102846,0
heap,6753358,0.085026,0
heap,5627798,0.066053,0
heap,4689831,0.054593,0
heap,3908192,0.045419,0
heap,3256826,0.037710,0
heap,2714021,0.031375,0
heap,2261684,0.026221,0
heap,1884736,0.021962,0
heap,1570613,0.018207,0
heap,1308844,0.015291,0
heap,1090703,0.012580,0
heap,908919,0.010348,0
heap,757432,0.008973,0
heap,631193,0.007452,0
heap,525994,0.005953,0
heap,438328,0.004797,0
heap,365273,0.004071,0
heap,304394,0.003317,0
heap,253661,0.002795,0
heap,211384,0.002411,0
heap,176153,0.001995,0
heap,146794,0.001558,0
heap,122328,0.001295,0
heap,101940,0.001154,0
heap,84950,0.000877,0
heap,70791,0.000762,0
heap,58992,0.000670,0
heap,49160,0.000503,0
heap,40966,0.000461,0
heap,34138,0.000328,0
heap,28448,0.000323,0
heap,23706,0.000212,0
heap,19755,0.000187,0
heap,16462,0.000164,0
heap,13718,0.000125,0
heap,11431,0.000104,0
heap,9525,0.000086,0
heap,7937,0.000073,0
heap,6614,0.000061,0
heap,5511,0.000056,0
heap,4592,0.000043,0
heap,3826,0.000036,0
heap,3188,0.000031,0
heap,2656,0.000027,0
heap,2213,0.000022,0
heap,1844,0.000019,0
heap,1536,0.000016,0
heap,1280,0.000014,0
heap,1066,0.000012,0
heap,888,0.000010,0
heap,740,0.000010,0
heap,616,0.000009,0
heap,513,0.000008,0
heap,427,0.000007,0
heap,355,0.000006,0
heap,295,0.000005,0
heap,245,0.000005,0
heap,204,0.000004,0
heap,170,0.000004,0
heap,141,0.000004,0
heap,117,0.000004,0
heap,97,0.000004,0
heap,80,0.000004,0
heap,66,0.000003,0
heap,55,0.000003,0
heap,45,0.000003,0
heap,37,0.000003,0
heap,30,0.000003,0
heap,25,0.000003,0
heap,20,0.000014,0
heap,16,0.000003,0
heap,13,0.000004,0
heap,10,0.000003,0
heap,8,0.000003,0
heap,6,0.000003,0
heap,5,0.000003,0
heap,4,0.000003,0
heap,3,0.000003,0
heap,2,0.000003,0
heap,1,0.000003,0
